created_at,text
Thu Dec 05 13:18:23 +0000 2019,When in doubt  ask the itty bitty pretty kitty committee  When they shun you with silence  ambivalence  and judgmental brush offs  just put the song out anyway  NEW XMAS SONG AND VIDEO  made from home videos    OUT TONIGHT  ChristmasTreeFarm
Wed Dec 04 17:58:27 +0000 2019,Sock Appreciation Post
Wed Dec 04 15:19:17 +0000 2019,Thank you       and   Miller Mobley
Sun Dec 01 17:24:39 +0000 2019,This is the one face I made that day
Sun Dec 01 17:18:29 +0000 2019,Bored girl at the holiday party
Sun Dec 01 17:05:25 +0000 2019,HEY   It s always a dreamscape of creativity  amp  hilarity working with   but putting him together with     the funniest wildest shoot I ve been on   Love this team  so grateful for everyone involved Craig McDean
Tue Nov 26 05:22:34 +0000 2019,So excited to release the new version of Lover  the First Dance Remix   based on the arrangement of the AMAs performance
Mon Nov 25 07:52:34 +0000 2019,I was up there because of you and I know that every minute of every day    photo by   Kevin Winter
Mon Nov 25 07:27:46 +0000 2019,Hi guys have I told you lately that I LOVE YOU
Sat Nov 23 03:28:19 +0000 2019,This just made me SO emotional    I can t tell you how honored I am that my song has been even a small part in your journey  You did the brave thing and stood up for your truth
Fri Nov 22 23:10:09 +0000 2019,The lyric video for the Lover remix is here and she s wintery cute check her out
Thu Nov 14 23:35:53 +0000 2019,Don t know what else to do
Thu Nov 14 13:17:43 +0000 2019,Beautiful Ghosts  out tomorrow at 12 01 a m  EST
Wed Nov 13 12:13:40 +0000 2019,"Well guys it finally happened  WE DID A COLLABORASHAWN  Sending out a whole entire THANKS BUDDY to   rn  
I m so stoked that our remix of Lover is out NOW"
Tue Nov 12 16:07:10 +0000 2019,According to my jet lag it is one hundred o clock celsius
Mon Nov 11 14:01:08 +0000 2019,Dressing room is lit
Sun Nov 10 17:47:35 +0000 2019,If it don t fits  I still sits
Sat Nov 09 03:35:59 +0000 2019,pretty city
Thu Nov 07 13:04:03 +0000 2019,Earring said SMILE but I stay smirking
Thu Nov 07 03:12:36 +0000 2019,Ya could I get these to go
Thu Nov 07 02:01:05 +0000 2019,CONGRATULATIONS
Thu Nov 07 00:21:45 +0000 2019,"Tokyo is for Lovers  

   Kayoko Yamamoto"
Wed Nov 06 22:04:44 +0000 2019,S O to all the moms whose adult daughters ask them to take a pic in a hotel hallway bc they re feeling their outfit   you re the real mvps
Wed Nov 06 06:12:16 +0000 2019,Have arrived in the land of cat cafes and eternal cuteness TOKYO HI       I m off to stare into pastel aquariums and hug all the people CAN T WAIT TO SEE YOU GUYS LATER
Wed Nov 06 00:38:24 +0000 2019,You heard it here first       Watch us on   at 8 7c tonight
Mon Nov 04 22:36:00 +0000 2019,Playing with filters and yelling with the Legend himself  Tune in to   tonight at 8 7c
Wed Oct 30 18:36:13 +0000 2019,We talked emo bands  favorite lyricists  hey    amp    zingers  and soooo much more  Full interview with   is live on
Tue Oct 29 22:35:10 +0000 2019,Catch us on   tonight at 8 7c
Tue Oct 29 18:47:47 +0000 2019,Hug your cat today  Or don t  if your cat hates hugs  But anyway  Happy  NationalCatDay from me  Olivia  Meredith  and Benjamin
Mon Oct 28 21:39:52 +0000 2019,I was promised Lively   But Shelton is cool too  SO excited to be on   with   tonight at 8 7c
Fri Oct 25 19:30:01 +0000 2019,Talked with   about     my original song for the film  Beautiful Ghosts    Watch the clip now   but we talked about a lot more than that so listen to our full conversation coming next Wednesday on
Fri Oct 25 00:26:11 +0000 2019,I was so excited when   asked me to write an original song with him for    Beautiful Ghosts  is performed in the film by the extraordinary Francesca Hayward who plays  Victoria   amp  reprised by Dame Judi Dench   who plays  Old Deuteronomy    Coming soon
Thu Oct 24 23:02:19 +0000 2019,Because it is
Thu Oct 24 19:40:51 +0000 2019,Because of you  there was a 2nd 3rd 4th 5th 6th and 7th album  You guys made me into a headliner because you wanted to see me play  And your support all these years is what s helped me stay true to that kid I was when I started out   13YearsOfTaylor
