created_at,text
Tue Mar 24 00:24:27 +0000 2020,JebVonderbruegge with the spot on   delivery  AmericanIdol
Tue Mar 24 00:23:01 +0000 2020,I consider it a compliment any time someone gets   to say DAGGUM well done     AmericanIdol
Tue Mar 24 00:19:32 +0000 2020,you good as hell  girl  AmericanIdol
Tue Mar 24 00:17:55 +0000 2020,Doesn t sound like you ll need a parachute to get you through to the next round     AmericanIdol
Tue Mar 24 00:16:32 +0000 2020,Please consider donating to MusiCares COVID 19 relief fund
Tue Mar 24 00:16:20 +0000 2020,S O to my MD   for putting together this amazing  AmericanIdol band  Can t stress the importance of musicians everywhere who constantly bring color and joy to the world  and who are struggling right now with all tours  gigs and gatherings cancelled
Tue Mar 24 00:09:43 +0000 2020,got me saying  WOW  like 4 times during that performance  Love watching you grow  girl  AmericanIdol
Tue Mar 24 00:07:10 +0000 2020,Standing ovation  for   and that top 10 voice  AmericanIdol
Tue Mar 24 00:04:53 +0000 2020,The LEGEND himself   bringing the wisdom and inspiration and he was just in this same exact position a year ago     AmericanIdol
Tue Mar 24 00:03:20 +0000 2020,Last day of  HollywoodWeek aka solo round aka THINGS GET REAL REAL  well before they got even realer these past two weeks    AmericanIdol
Mon Mar 23 21:49:21 +0000 2020,Tune in to the last episode of  HollywoodWeek tonight at 8 7c  ALSO sending a virtual hug to my fellow judges    amp    and the contestants out there   miss you all and hope you re staying healthy  safe and at home  AmericanIdol
Mon Mar 23 02:15:22 +0000 2020,What did you think of the duets    Who was your favorite pairing  Your favorite couple  Your favorite bromance  The last episode of  HollywoodWeek is TOMORROW  Tune in to see who makes it through   AmericanIdol
Mon Mar 23 02:06:09 +0000 2020,FLAWLESS in any language  Sheniel  amp     AmericanIdol
Mon Mar 23 02:03:08 +0000 2020,Vocal gymnastics  don t always make for the BEST performance unfortunately    amp     AmericanIdol
Mon Mar 23 02:02:38 +0000 2020,Thought they were smart for rehearsing in a natural reverb space then I saw the pink blanket under the urinals oh hayllll no    NoGermsThenNoGermsNow      AmericanIdol
Mon Mar 23 01:33:39 +0000 2020,amp    living up to that song and their duo name     The Diva Show    AmericanIdol
Mon Mar 23 01:33:39 +0000 2020,amp    living up to that song and their duo name     The Diva Show    AmericanIdol
Mon Mar 23 01:26:13 +0000 2020,Yes   Orlando Bloom is WAY hot  AmericanIdol
Mon Mar 23 01:22:46 +0000 2020,Would you do a duet with your  1 like    amp   SpaceCowboy and    amp     AmericanIdol
Mon Mar 23 01:15:33 +0000 2020,Sometimes a few years of singing together still isn t enough to get you both through      amp   SpaceCowboy  AmericanIdol
Mon Mar 23 01:13:56 +0000 2020,This song is really speaking to my heart right now      AmericanIdol
Mon Mar 23 01:09:06 +0000 2020,That took incredible strength    amp    you took us on a journey with those vocals   GREAT performance   AmericanIdol
Mon Mar 23 01:04:54 +0000 2020,AmericanIdol  where dreams come true and lifelong friendships are made on 3 hours of sleep
Mon Mar 23 01:04:14 +0000 2020,more chemistry than a laboratory   AmericanIdol
Mon Mar 23 00:54:04 +0000 2020,"Rules Of The Stage 
   Practice makes perfect 
   Never give up on stage 
   Never leave the people on stage with you hanging 
 CourtneyTimmons  ZachDobbins  AmericanIdol"
Mon Mar 23 00:41:17 +0000 2020,Forget  MomsHome    GrandmasHere  AmericanIdol
Mon Mar 23 00:36:11 +0000 2020,That was very kind and big of  PeytonAldridge  AmericanIdol
Mon Mar 23 00:30:49 +0000 2020,Where do you get your chicken wings   AmericanIdol
Mon Mar 23 00:29:58 +0000 2020,amp   PeytonAldridge   proof that not only do you have to be compatible musically  but in work ethic too    AmericanIdol
Mon Mar 23 00:21:38 +0000 2020,amp    gave us all the chill bumps with that performance   AmericanIdol
Mon Mar 23 00:10:46 +0000 2020,From friendly rivals to a bromance  Here for it    amp    Keep supporting each other and working on that confidence  AmericanIdol
Mon Mar 23 00:04:53 +0000 2020,And this is exactly why we did this twist  Ya ll were coming in a little TOO prepared for group rounds and we needed to SWITCH   IT   UP    AmericanIdol
Mon Mar 23 00:01:03 +0000 2020,HollywoodWeek day   Next curveball coming right up   though not that I m a fan of curveballs these days     AmericanIdol
Sun Mar 22 21:07:16 +0000 2020,I don t know about you  but I am so grateful for my dog at this moment    She and I are going to be watching   together tonight  so cuddle up with your favorite pet  stuffed animal  pillow  or canned
Sat Mar 21 04:02:04 +0000 2020,sometimes the truth is hard to swallow  stayhome
